annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2022-2023,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,766,66,39,5.0668167972,650,3.0865081197,688,47,31,4.6490532138,574,3.1656639566,78,3,0,8.7517058405,76,2.4886732456,19,8
2022-2023,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,1331,109,49,3.8268415561,1200,1.3104277778,1044,46,38,2.3919242231,915,1.4137337583,287,23,3,9.046540844,285,0.9787612086,63,11
2022-2023,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,1740,192,117,7.2793180077,1248,4.0338951211,1404,81,80,5.8543312757,915,4.6104684274,336,43,4,13.233726852,333,2.4496171171,111,37
2022-2023,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,1870,169,115,6.6686922163,1477,3.8310592041,1535,87,78,5.3064457112,1142,4.4064489687,335,46,2,12.910627695,335,1.8695812604,82,37
2022-2023,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,401,0,18,7.0290939318,346,0.78977842,382,0,17,7.1633864165,327,0.8094639823,19,0,0,4.3291081871,19,0.4509795322,0,1
2022-2023,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,655,95,28,3.2874686175,566,1.8893904594,590,73,23,2.9357989642,509,1.9725643964,65,1,0,6.4795470085,57,1.1466617934,22,5
2022-2023,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,198,24,11,3.3400925926,191,1.1570549738,163,20,10,3.0829925017,156,1.216980057,35,0,0,4.5374444444,35,0.8899603175,4,1
2022-2023,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,800,62,20,2.7379930556,468,2.1807822887,558,40,7,1.6889307049,233,2.3308440629,242,5,0,5.1569054178,235,2.0319976359,22,13
2022-2023,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,1045,58,46,5.1227174375,851,3.1561254733,966,41,38,4.5189492754,773,3.2895181113,79,7,3,12.505502813,78,1.8341702279,17,8
2022-2023,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,542,82,9,3.2111746617,465,1.2241845878,479,62,7,2.4764926931,405,1.2189801097,63,3,0,8.7970899471,60,1.2593148148,20,2
2022-2023,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,1381,189,87,8.7255760721,1198,3.4774223242,1027,72,46,5.0154941577,844,3.8899624803,354,89,36,19.489005807,354,2.4938520088,117,41
2022-2023,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,1402,144,74,9.463299255,1024,4.022883572,969,51,34,5.037747678,614,4.4146181687,433,95,46,19.367131768,410,3.4362371274,93,40
2022-2023,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,318,46,5,1.6672196017,252,0.7113458995,290,37,5,1.1908563218,227,0.729422418,28,2,0,6.6009821429,25,0.5472111111,9,0
2022-2023,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,99,6,4,2.9493181818,96,1.3140653935,97,5,4,2.8567153494,94,1.3078073286,2,0,0,7.4405555556,2,1.6081944444,1,0
2022-2023,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,830,143,36,3.5998219545,752,1.6547565751,642,82,30,2.9108242471,580,1.7559425287,188,4,0,5.9526758274,172,1.3135481266,61,6
2022-2023,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,877,141,45,4.9314943621,794,1.662297789,743,83,40,3.442795723,661,1.7385753908,134,9,1,13.185995025,133,1.2832038429,58,5
2022-2023,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,769,137,43,5.4531671724,677,1.5764561792,599,79,23,3.5457234279,511,1.7861486193,170,20,1,12.174101307,166,0.930957162,58,20
2022-2023,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,762,130,41,4.9534273841,703,1.3753338865,614,70,28,2.2639648932,556,1.4393435252,148,25,12,16.111062312,147,1.1332294029,60,13
2022-2023,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,932,187,55,9.8885115641,871,1.8863974997,684,91,29,3.8770585608,624,2.1158680556,248,83,48,26.468486783,247,1.3066824112,96,26
2022-2023,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,1030,124,38,3.8055887271,931,1.2735242869,876,77,19,2.5008307965,778,1.3238610397,154,16,0,11.227458514,153,1.0175635439,47,19
2022-2023,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,2768,172,48,2.6578984024,2097,2.0067719758,2581,159,47,2.5814404408,1910,2.1271400524,187,0,0,3.7131818182,187,0.7773440285,13,1
2022-2023,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,2009,312,56,4.4378958575,1861,1.2383039286,1534,132,28,2.2143745473,1386,1.4110780423,475,48,0,11.618699415,475,0.7341672515,180,28
2022-2023,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,2628,427,121,7.1365788305,2218,2.1787709147,1817,145,68,3.906806855,1408,2.6920494003,811,146,12,14.37270174,810,1.2865534979,282,53
2022-2023,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,2406,396,69,6.4754080078,2135,1.8332327609,1894,199,39,4.2940909891,1623,2.0831327446,512,97,11,14.544576823,512,1.0410693359,197,30
2022-2023,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,4874,918,271,7.4801064036,4351,1.2758010291,3336,297,123,3.0963848088,2813,1.6183639452,1538,415,49,16.988620864,1538,0.6492539012,621,148
2022-2023,1,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,5872,998,367,8.9729835093,4420,3.1035165913,3935,291,118,5.3302831427,2486,3.9642844373,1937,412,32,16.373100155,1934,1.9970694014,707,249
2022-2023,1,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,4268,709,294,9.0693604863,3482,2.168159104,2858,194,212,5.1001583275,2079,2.7982076052,1410,361,70,17.11473621,1403,1.234537697,515,82
2022-2023,1,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,4773,833,266,10.420127919,3118,4.4183171192,3281,262,95,6.0803295066,1629,5.8087528136,1492,501,56,19.963612228,1489,2.8971487202,571,171
2022-2023,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,1254,153,42,8.3029804625,1026,3.1137478341,1020,77,29,4.938412854,794,3.5136247551,234,77,36,22.969044397,232,1.7452035441,76,13
2022-2023,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,920,89,44,5.2338692633,819,2.185972731,739,42,21,3.1591084048,641,2.2449024961,181,27,4,13.704854205,178,1.9737593633,47,23
2022-2023,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,1837,337,127,12.565797042,1511,3.2592174057,1213,122,37,5.848220436,889,4.0231664792,624,241,99,25.624163105,622,2.167335209,215,90
2022-2023,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,1142,134,62,8.1355725822,902,2.972172949,899,69,34,5.369032567,663,3.1692060499,243,61,24,18.370632144,239,2.4255915853,65,28
2022-2023,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,3129,563,192,13.063691808,2120,3.5660980084,1934,147,65,6.4187593359,929,5.5113278914,1195,458,180,23.817917248,1191,2.0487860341,416,127
2022-2023,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,3458,577,390,15.779163614,2424,4.6607282499,2016,169,122,7.2048015873,989,6.3719711268,1442,548,236,27.766621205,1435,3.4813420441,408,268
2022-2023,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,4750,815,430,9.6173931579,2666,4.819032779,3249,271,179,5.5037950993,1165,5.8428071054,1501,430,24,18.521510474,1501,4.02443112,544,251
2022-2023,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,3693,585,226,10.662762885,2665,2.749875443,2624,213,78,4.9982776507,1601,3.3251969255,1069,336,178,24.566981083,1064,1.8841896408,372,148
2022-2023,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,3070,585,209,9.5929867897,2278,3.4004158131,2224,230,97,4.9120703437,1432,4.1531230602,846,277,91,21.898374704,846,2.1263297872,355,112
2022-2023,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,3500,660,239,15.539463492,2553,4.4675071811,1783,174,63,5.9954049043,849,5.889237338,1717,561,292,25.450387465,1704,3.7591451487,486,176
2022-2023,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,2187,328,123,9.6038427831,1889,2.2496331098,1513,133,46,4.8741508776,1220,2.7242577413,674,205,77,20.221088856,669,1.3840994021,195,77
2022-2023,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,2430,495,140,18.235004801,1846,2.154115505,1589,151,38,8.4927491085,1005,3.0078413488,841,439,226,36.642191835,841,1.133908046,344,102
2022-2023,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,1207,146,29,6.1035821136,970,3.0494816724,989,80,27,4.0518340636,753,2.8738767154,218,51,1,15.411741845,217,3.6588389657,66,2
2022-2023,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,2259,478,180,14.479177119,1851,2.1021745003,1429,151,103,4.5198409921,1024,2.7839987522,830,324,193,31.626034137,827,1.2579326213,327,77
2023-2024,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,1157,220,61,4.7919734947,1000,1.9734319444,840,84,41,3.1536554233,684,2.185865822,317,2,0,9.1332579741,316,1.5136067159,136,20
2023-2024,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,615,95,15,3.541732159,564,1.4299793144,519,62,11,2.537965639,469,1.5240813788,96,3,0,8.9683449074,95,0.9654122807,33,4
2023-2024,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,596,69,11,1.8345502424,569,0.9240368092,566,59,10,1.6124813506,539,0.9253452896,30,0,0,6.02425,30,0.9005277778,10,1
2023-2024,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,819,132,30,3.7818104735,758,1.2587181179,442,48,14,2.5555354449,389,1.3777263639,377,4,0,5.2195122311,369,1.1332595604,84,16
2023-2024,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,1061,211,51,4.74196408,940,2.5522709811,788,103,30,4.1679438099,670,2.8624340796,273,6,0,6.3988431013,270,1.7826069959,108,21
2023-2024,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,744,126,28,3.4136779421,677,1.1414065321,593,74,17,2.0067767472,527,1.2453831963,151,7,0,8.9387932303,150,0.7761018519,52,11
2023-2024,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,917,159,33,3.4327302193,856,1.3650853453,718,90,16,2.5029893996,657,1.4631515305,199,0,0,6.7872724735,199,1.0413190955,69,17
2023-2024,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,1846,324,96,5.4035251896,1488,2.3198428166,1310,112,59,3.9831047498,957,2.6714800302,536,14,0,8.8750751451,531,1.6861011718,212,37
2023-2024,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,2062,299,97,4.7595737687,1637,2.7238452793,1538,148,43,3.667282004,1124,2.9438169731,524,6,0,7.9655751696,513,2.2418800087,151,54
2023-2024,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,3325,500,237,7.1341411863,2917,2.5808426656,1873,146,79,3.9436124459,1474,3.4180103272,1452,151,11,11.249747475,1443,1.7256901132,354,158
2023-2024,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,1226,215,36,4.3456167301,1101,2.0657553739,1015,132,19,3.2984630542,891,2.2402051378,211,14,4,9.3828725645,210,1.3255899471,83,17
2023-2024,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,1145,152,34,4.8047299854,1033,2.4248757664,890,67,23,3.6248536205,782,2.6700131429,255,8,0,8.9227298475,251,1.6611409916,85,11
2023-2024,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,1418,197,108,5.8306738756,1273,2.1131120712,956,75,42,3.2740068573,817,2.2804338365,462,50,10,11.121093074,456,1.8133272417,122,66
2023-2024,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,1562,274,93,7.8295442097,1270,3.8623035871,912,87,45,5.0168180434,639,4.275129108,650,61,0,11.776015385,631,3.4442441451,187,48
2023-2024,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,4436,364,448,8.2118390567,3601,2.1102197692,2489,87,137,4.6810036382,1659,3.2488572433,1947,207,79,12.725577812,1942,1.137511443,277,311
2023-2024,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,3704,604,458,10.044083348,3348,1.5675228992,2031,179,124,3.869508042,1687,2.0068522361,1673,367,103,17.539936574,1661,1.1213166433,425,334
2023-2024,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,2034,487,55,7.7309570633,1653,1.9963677153,1399,208,26,3.5383329362,1019,2.4093051467,635,155,25,16.967935258,634,1.332671749,279,29
2023-2024,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,2420,590,73,10.660952709,1978,2.0943784406,1448,147,31,4.2810811848,1008,2.8126488095,972,315,72,20.165123457,970,1.3479696449,443,42
2023-2024,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,1221,277,47,7.9718775594,1103,1.552779037,598,61,18,3.4161696395,487,1.8079597308,623,66,1,12.34477216,616,1.3510371573,216,29
2023-2024,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,2221,132,38,2.9728548202,1562,1.8809067791,1900,101,25,2.7460915205,1245,2.0895941544,321,0,0,4.3150674974,317,1.061298633,31,13
2023-2024,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,724,148,22,5.7882581338,584,2.0829756469,590,90,9,3.1283870056,452,2.2819137168,134,28,8,17.499631012,132,1.401763468,58,13
2023-2024,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,934,133,23,2.7783767547,807,1.3298605948,749,77,16,2.145499555,627,1.5169891901,185,3,0,5.3406741742,180,0.678029321,56,7
2023-2024,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,1160,172,25,4.0525435824,980,1.8948078231,907,84,10,3.0133657969,729,2.1639243256,253,5,1,7.7779754062,251,1.113190571,88,15
2023-2024,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,890,106,21,3.8785783396,701,1.8823050404,780,67,16,3.0714825499,591,1.9895290468,110,7,2,9.6016212121,110,1.306219697,39,5
2023-2024,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,848,150,24,6.2214553852,701,1.5892062926,679,88,13,3.0944239895,532,1.7997065581,169,46,12,18.785090401,169,0.9265664037,62,11
2023-2024,1,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,1665,564,39,8.2710685686,1594,1.9872002649,892,199,28,4.0773854011,824,2.5402642934,773,95,1,13.110351085,770,1.3953499278,365,11
2023-2024,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,1255,208,25,4.7501117751,1031,2.8516475375,1054,117,20,3.8388467215,834,3.1760091926,201,8,0,9.5285862355,197,1.4784616469,91,5
2023-2024,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,1237,146,30,4.9804691009,998,3.1740675796,1027,71,24,3.9289340582,791,3.4000614553,210,13,3,10.12297619,207,2.3104871176,75,6
2023-2024,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,756,65,18,2.3111055996,609,1.8096811713,712,54,16,2.2416296036,566,1.8432027876,44,0,0,3.4353535354,43,1.3684431525,11,2
2023-2024,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,621,92,42,6.3918612453,539,2.8136028654,445,40,18,4.1509144819,366,2.9696493625,176,23,0,12.057891414,173,2.4834698137,52,24
2023-2024,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,2017,428,130,8.4559611359,1679,2.9648691351,1248,145,25,4.7750267094,912,3.9814327485,769,141,15,14.429701271,767,1.7561259597,283,105
2023-2024,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,2372,361,143,8.02269592,1809,2.8395038695,1331,88,30,4.9166739711,807,3.6822439075,1041,139,5,11.993988152,1002,2.1607701264,273,113
2023-2024,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,2326,420,124,5.6273980128,1919,1.9426430143,1381,122,34,3.5491451444,993,2.4497943941,945,49,0,8.6645061728,926,1.3987970962,298,90
2023-2024,1,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,3433,819,198,10.195971292,2701,3.031902279,1809,192,61,4.948641054,1094,4.4158160674,1624,381,37,16.041057745,1607,2.0897730416,627,137
2023-2024,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,1189,109,27,2.9213823474,968,1.9927628558,977,75,21,2.7127786307,760,2.1790862573,212,0,0,3.882730608,208,1.311965812,34,6
2023-2024,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,1458,260,54,6.3021262003,1238,2.8068277688,1090,114,23,3.972445209,878,2.9900183498,368,58,13,13.202540006,360,2.3600462963,146,31
2023-2024,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,1025,164,42,5.6336233062,879,3.6090680698,875,110,26,4.8012873016,732,3.9295309654,150,11,0,10.488916667,147,2.0132936508,54,16
2023-2024,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,975,147,34,5.7758675214,767,3.0646874547,792,94,23,4.4239688552,586,3.4056551005,183,17,1,11.62670765,181,1.9607811541,53,11
2023-2024,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,2761,412,58,9.1750030182,2302,3.1211048364,1420,94,18,6.6025,963,5.6756317065,1341,162,7,11.899055431,1339,1.2839058999,318,40
2023-2024,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,2896,575,388,11.475385589,2435,2.8214236824,1393,149,80,5.6448312994,933,4.5158628081,1503,337,99,16.879219339,1502,1.7688859299,426,308
2023-2024,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,1634,273,50,10.799218006,1308,3.9939857288,1117,94,18,5.733738685,796,4.6218662758,517,167,58,21.743396733,512,3.017827691,179,32
2023-2024,1,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,2233,391,167,10.241447853,1780,4.1090819288,1495,149,63,6.3134318097,1051,4.9843770483,738,214,31,18.198607724,729,2.8471681146,242,104
2023-2024,1,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,4489,588,366,13.500171407,3265,3.4931295729,2623,147,110,8.2771693777,1414,5.9984185919,1866,619,87,20.842044034,1851,1.5793107329,441,256
2023-2024,1,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,5369,0,115,5.698218373,4391,2.5002357094,3451,0,44,5.0671811713,2576,3.2231610162,1918,25,0,6.8336247248,1815,1.4741995715,0,71
2023-2024,1,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,1126,92,19,5.6483890862,973,3.2920363709,988,60,13,4.7027609087,837,3.4086170848,138,17,2,12.418538647,136,2.5745506536,32,6
